Email,Name,Business Name,Category,Location,zipCode,Business Description,Phone,Website,Donation Link,Image,In Need
,,BB's Cafe,Restaurant,"Covina, CA",,,+16268884960,https://www.yelp.com/biz/bbs-cafe-covina,,,
,,GS Cafe and Ethiopian Cuisine,Restaurant,"Covina, CA",,,+16263320585,https://gs-cafe-and-ethiopian-cuisine.business.site/,,,
,,Mel's Fish Shack,Restaurant,"Crenshaw, CA",,,+13237326357,https://melsfishshack.com/,,,
,,Who’s Hungry Caribbean & Catering,Restaurant,"Crenshaw, CA",,,+12136104199,https://www.whoshungrycatering.com/,,,
,,Delvigne Croissant,Restaurant,"Culver City, CA",,,+12133264404,https://www.delvignecroissant.com/,,,
,,Honey's Kettle,Restaurant,"Culver City, CA",,,+13102025453,http://honeyskettle.com/,,,
,,Industry Cafe + Jazz,Restaurant,"Culver City, CA",,,+13102026633,https://industrycafela.com/,,,
,,Janga by Derrick's Jamaican Cuisine,Restaurant,"Culver City, CA",,,+14246034843,http://jangabyderricks.com/,,,
,,JR's Barbeque,Restaurant,"Culver City, CA",,,+13108376838,http://jrs-bbq.com/,,,
,,Milk and Brookies,Restaurant,"Culver City, CA",,,,http://www.milkandbrookies.com/,,,
,,The Jerk Spot,Restaurant,"Culver City, CA",,,+13108151160,http://jerkspotla.com/index.html,,,
,,A Beautiful Life,Restaurant,"Los Angeles, CA",,,+12139729900,https://www.abeautifullifecafe.com/,,,
,,Bo Daddy's BBQ,Restaurant,"Los Angeles, CA",,,+12135365210,https://www.bodaddys.com/,,,
,,Bohemian House of Espresso + Chai,Restaurant,"Los Angeles, CA",,,+12136283086,https://www.bohemianchai.com/,,,
,,Boketto Cold Brew,Restaurant,"Los Angeles, CA",,,+13104905394,https://www.bokettocoldbrew.com/,,,
,,Comfort LA,Restaurant,"Los Angeles, CA",,,+12135370844,https://www.eatcomfortla.com/,,,
,,Divine Dips,Restaurant,"Los Angeles, CA",,,+12132657785,http://divinedipsicecreme.com/,,,
,,Funculo,Restaurant,"Los Angeles, CA",,,+12133253013,https://downtownla.com/go/funculo,,,
,,Nimbus Coffee,Restaurant,"Los Angeles, CA",,,+12134417309,https://www.nimbuscoffeela.com/home,,,
,,Poppy+Rose,Restaurant,"Los Angeles, CA",,,+12139957799,https://www.poppyandrosela.com/,,,
,,Vurger Guys,Restaurant,"Los Angeles, CA",,,+12132981724,https://www.vurgerguyz.com/,,,
,,Woodspoon,Restaurant,"Los Angeles, CA",,,+12136291765,http://www.woodspoonla.com/,,,
,,Zac's Sweet Shop,Restaurant,"Los Angeles, CA",,,,https://zacssweetshop.com/,,,
,,Bloom & Plume,Restaurant,"Echo Park / Historic Filipinotown, CA",,,+12139085808,https://www.bloomandplumecoffee.com/,,,
,,Silverback Coffee of Rwanda,Restaurant,"Echo Park, CA",,,+13236855929,https://silverbackcoffee.com/,,,
,,VanillaBlack Coffee.,Restaurant,"Echo Park, CA",,,,https://www.instagram.com/vanillablackla/,,,
,,Barbara Jean Soul Food,Restaurant,"Exposition Park, CA",,,+12134199465,http://barbarajeanla.com/,,,
,,Tracy's Belizean Restaurant,Restaurant,"Exposition Park, CA",,,+13237352166,https://www.yelp.com/biz/traceys-belizean-restaurant-los-angeles,,,
,,South LA Cafe,Restaurant,"Exposition Park, CA",,,+12132600633,https://www.southlacafe.com/,,,
,,Bludso's,Restaurant,"Fairfax, CA",,,+13239312583,https://www.barandque.com/,,,
,,Fish Bone Seafood,Restaurant,"Gardena, CA",,,+13105327874,https://fishboneseafood.com/fishbone-seafood-gardena/,,,
,,Fish Bone Seafood - Strawberry Square,Restaurant,"Gardena, CA",,,+13238142400,https://fishboneseafood.com/strawberry-square/,,,
,,Fyre Bird Chicken,Restaurant,"Gardena, CA",,,+14242691943,https://www.toasttab.com/fyrebird-15717-crenshaw-bl-unit-a/v3,,,
,,Jay Bee's,Restaurant,"Gardena, CA",,,+13105321064,https://www.yelp.com/biz/jay-bees-bar-b-q-gardena-3,,,
,,Matthews Home Style Cooking,Restaurant,"Gardena, CA",,,+13108175496,https://matthewshomestylecooking.business.site/,,,
,,Mr Fries Man,Restaurant,"Gardena, CA",,,+14242923616,https://www.mrfriesman.com/,,,
,,Oh My Burger,Restaurant,"Gardena, CA",,,+13107566522,https://www.ohmyburgerla.com/,,,
,,Popbelli Deli,Restaurant,"Gardena, CA",,,+15623740658,https://www.yelp.com/biz/pop-belli-deli-gardena-2?osq=pop+belli+deli,,,
,,The Soul Food Shack,Restaurant,"Gardena, CA",,,+13239238982,https://soulfoodshackgarde.wixsite.com/soulfoodshack,,,
,,Yo-Way Deli,Restaurant,"Gardena, CA",,,+14242281101,https://yowayeatery.com/,,,
,,Big Chicken,Restaurant,"Glendale, CA",,,+18182456886,https://www.bigchicken.com/,,,
,,Dulan's Soul Food Kitchen,Restaurant,"Gramercy Park, CA",,,+13234188527,https://www.dulans-sfk.com/,,,
,,Happy Ice,Restaurant,"Gramercy Park, CA",,,+12158003965,https://happyicela.com/,,,
,,B&R's Old-Fashion Burgers,Restaurant,"Hawthorne, CA",,,+13106794774,http://www.bandrburgers.com/,,,
,,Busy Baking,Restaurant,"Hawthorne, CA",,,+13239193937,https://www.busybaking.info/,,,
,,Mo Better Burgers,Restaurant,"Hawthorne, CA",,,+13235311749,https://mo-better-burgers-south-bay.business.site/,,,
,,Harold's Chicken,Restaurant,"Hollywood, CA",,,+13236457049,https://www.haroldschickenla.com/,,,
,,Roscoe's Chicken and Waffles,Restaurant,"Hollywood, CA",,,+13234667453,https://www.roscoeschickenandwaffles.com/,,,
,,The Vtree,Restaurant,"Hollywood, CA",,,+12024134083,https://www.thevtreehollywood.com/,,,
,,Hambone's Smokehouse,Restaurant,"Huntington Beach, CA",,,+17149681261,http://hambonesbarandgrill.com/,,,
,,Granny's Kitchen Southern Style Soul Food,Restaurant,"Huntington Park, CA",,,+18774626694,https://www.yelp.com/biz/grannys-kitchen-los-angeles,,,
,,Brother’s Bar-B-Que,Restaurant,"Hyde Park, CA",,,+13237511050,https://www.brotherbarbequecatering.com/,,,
,,CW & Chris Fish and Chicken,Restaurant,"Hyde Park, CA",,,+13237509403,https://cwandchris.wixsite.com/cwandchris,,,
,,Grilled Fraiche,Restaurant,"Hyde Park, CA",,,+13233898888,https://www.instagram.com/grilledfraiche/,,,
,,Mama’s Chicken and Market,Restaurant,"Hyde Park, CA",,,+13232929696,http://www.mamaschicken.name/,,,
,,Red's Flavor Table,Restaurant,"Hyde Park, CA",,,+13236150234,https://www.redsflavortable.com/,,,
,,Woody's BBQ,Restaurant,"Hyde Park, CA",,,+13232949443,http://www.woodysbarbquela.com/,,,
,,Aduke Nigerian Cuisine,Restaurant,"Inglewood, CA",,,+12132610737,https://aduke-african-cuisne.business.site/,,,
,,Airport Royal Cuisine,Restaurant,"Inglewood, CA",,,+15624132294,https://www.yelp.com/biz/airport-royal-cuisine-inglewood,,,
,,Banadir Somali Restaurant,Restaurant,"Inglewood, CA",,,+13104199900,http://banadir-somali-restaurant.cafe-inspector.com/,,,
,,Bayou Grille,Restaurant,"Inglewood, CA",,,+13106730824,https://www.bayougrille.net/,,,
,,Blessed Tropical Jamaican Cuisine,Restaurant,"Inglewood, CA",,,+13103300649,https://www.instagram.com/blessedtropicaljamaicancuisine/?hl=en,,,
,,"Cobblers, Cakes & Kream",Restaurant,"Inglewood, CA",,,+13234551224,https://cobblerscakesandkream.com/,,,
,,Comfort LA,Restaurant,"Inglewood, CA",,,+14247025138,https://www.eatcomfortla.com/,,,
,,Dulan's Soul Food Kitchen,Restaurant,"Inglewood, CA",,,+13106713345,https://www.dulans-sfk.com/,,,
,,Fish Bone Seafood,Restaurant,"Inglewood, CA",,,+13106736452,https://fishboneseafood.com/fishbone-seafood-inglewood/,,,
,,Harriet's Cheesecakes Unlimited,Restaurant,"Inglewood, CA",,,+13104192259,https://www.instagram.com/harriets_cheesecakes_unlimited/?hl=en,,,
,,Hilltop Coffee + Kitchen,Restaurant,"Inglewood, CA",,,+13237438100,https://www.findyourhilltop.com/,,,
,,Karuba's Yardy Kitchen,Restaurant,"Inglewood, CA",,,+14243121055,https://karubas-yardy-kitchen.business.site/,,,
,,Kenny Q's BBQ,Restaurant,"Inglewood, CA",,,+14243121105,https://www.kennysqbbq.com/,,,
,,Lavender Blue Restaurant Lounge,Restaurant,"Inglewood, CA",,,+14242276712,http://www.lavenderbluela.com/,,,
,,Lee's Caribbean Restaurant,Restaurant,"Inglewood, CA",,,+13104196550,https://www.instagram.com/leescaribbeanrest/?hl=en,,,
,,Little Belize Restaurant,Restaurant,"Inglewood, CA",,,+13106740696,https://littlebelizerestaurant.com/,,,
,,Ms. B's M&M Soul Food,Restaurant,"Inglewood, CA",,,+13103302697,https://www.msbsmandmsoulfoodrestaurant.com/,,,
,,Nkechi African Cafe,Restaurant,"Inglewood, CA",,,+13235411265,https://www.yelp.com/biz/nkechi-african-cafe-inglewood,,,
,,Red's Flavor Table,Restaurant,"Inglewood, CA",,,+14243315000,https://www.redsflavortable.com/,,,
,,Roscoe's Chicken and Waffles,Restaurant,"Inglewood, CA",,,+13109814141,https://www.roscoeschickenandwaffles.com/,,,
,,Rusty Pot Cafe,Restaurant,"Inglewood, CA",,,+13104125901,https://rustypotcafe.com/,,,
,,Sip & Sonder,Restaurant,"Inglewood, CA",,,,https://www.sipandsonder.com/,,,
,,Stuff I Eat,Restaurant,"Inglewood, CA",,,+13106710115,https://www.stuffieat.com/,,,
,,Sumptuous African Restaurant,Restaurant,"Inglewood, CA",,,+13106543145,http://sumptuousafricanrestaurant.com/,,,
,,Sweet Red Peach,Restaurant,"Inglewood, CA",,,+13106712253,https://www.sweetredpeach.com/,,,
,,The Serving Spoon,Restaurant,"Inglewood, CA",,,+13104123927,https://theservingspoon.net/,,,
,,Veronica's Kitchen,Restaurant,"Inglewood, CA",,,+13106734890,,,,
,,Woody's BBQ,Restaurant,"Inglewood, CA",,,+13106724200,http://www.woodysbarbquela.com/,,,
,,Harold and Belle's,Restaurant,"Jefferson Park, CA",,,+13237359023,https://haroldandbelles.com/,,,
,,Revolutionario North African Tacos,Restaurant,"Jefferson Park, CA",,,+14242233526,http://revolutionario.com/menu/,,,
,,Undergrind Cafe,Restaurant,"La Cienaga Heights, CA",,,+13107306392,http://www.undergrindcafe.com/,,,
,,Doll Babee Cheesecakes,Restaurant,"Lakewood, CA",,,+14242612041,http://dollbabeecheesecakes.com/,,,
,,M'Dears,Restaurant,"Lakewood, CA",,,+13237592020,https://www.mdears.net/,,,
,,Smakk'D Refreshers & Teas,Restaurant,"Lakewood, CA",,,+14247854212,https://www.smakkdrefreshers.com/,,,
,,Taco Mell,Restaurant,"Lakewood, CA",,,+15626085689,https://tacomell.net/,,,
,,Woody's BBQ,Restaurant,"Lakewood, CA",,,+13237588303,http://www.woodysbarbquela.com/,,,
,,Time 2 Grub,Restaurant,"Lancaster, CA",,,+16614680280,https://www.yelp.com/biz/time-2-grub-lancaster-4,,,
,,Ackee Bamboo,Restaurant,"Leimert Park, CA",,,+13232957275,http://ackeebamboojacuisine.com/,,,
,,Azla Vegan,Restaurant,"Leimert Park, CA",,,+12137457455,https://azlavegan.com/,,,
,,Baba’s Vegan Cafe,Restaurant,"Leimert Park, CA",,,+13109102942,https://www.babasvegancafe.com/,,,
,,Castle's Catering,Restaurant,"Leimert Park, CA",,,+18187244866,https://www.castlescatering.com,,,
,,Harun Coffee,Restaurant,"Leimert Park, CA",,,+13238159944,https://harunintl.com/,,,
,,Dulan's on Crenshaw,Restaurant,"Leimert Park, CA",,,+13232963034,https://dulansoncrenshaw.com/,,,
,,Earle's On Crenshaw,Restaurant,"Leimert Park, CA",,,+13232992867,https://earlesrestaurant.com/,,,
,,Hot & Cool Cafe,Restaurant,"Leimert Park, CA",,,+13239036449,https://hotandcoolcafe.com/,,,
,,Swift Cafe,Restaurant,"Leimert Park, CA",,,+13238154418,https://swift-la.com/,,,
,,Taco Mell,Restaurant,"Leimert Park, CA",,,+18448226635,https://tacomell.net/,,,
,,Annie's Soul Delicious,Restaurant,"Little Ethiopia, CA",,,+13234247402,https://www.anniessouldelicious.com/,,,
,,Awash Restaurant,Restaurant,"Little Ethiopia, CA",,,+13239393233,http://awashrestaurantlosangeles.mybistro.online/,,,
,,Buna Ethiopian Restaurant & Market,Restaurant,"Little Ethiopia, CA",,,+13239649731,https://bunaethiopianmarket.com/,,,
,,Lalibela,Restaurant,"Little Ethiopia, CA",,,+13239651025,https://www.yelp.com/biz/lalibela-ethiopian-restaurant-los-angeles,,,
,,Meals By Genet,Restaurant,"Little Ethiopia, CA",,,+13239389304,http://mealsbygenetla.com/,,,
,,Merkato,Restaurant,"Little Ethiopia, CA",,,+13239351775,https://www.yelp.com/biz/merkato-ethiopian-restaurant-and-market-los-angeles,,,
,,Messob Ethiopian Restaurant,Restaurant,"Little Ethiopia, CA",,,+13239388827,https://www.messob.com/,,,
,,Rahel,Restaurant,"Little Ethiopia, CA",,,+13239378401,http://rahelvegancuisine.com/,,,
,,Rosalind’s Ethiopian Restaurant,Restaurant,"Little Ethiopia, CA",,,+13239362486,https://rosalindsla.com,,,
,,Taco Bar,Restaurant,"Little Ethiopia, CA",,,+13234337000,https://tacobarla.com/,,,
,,Chipper & Cheeky,Restaurant,"Long Beach, CA",,,+13108170986,https://www.chipperandcheeky.com/,,,
,,Derrick's On Atlantic,Restaurant,"Long Beach, CA",,,+15623378131,https://derricksonatlantic.com/,,,
,,Georgia's Restaurant,Restaurant,"Long Beach, CA",,,+15624205637,https://www.georgias-restaurant.com/,,,
,,Handy’s Smoke House Delicacies,Restaurant,"Long Beach, CA",,,+15624248300,http://www.handyssmokehousemeats.com/,,,
,,J. Looney's New Orleans Culture Food Restaurant,Restaurant,"Long Beach, CA",,,+15626123355,https://www.yelp.com/biz/j-looneys-long-beach-2,,,
,,Louisiana Charlie's,Restaurant,"Long Beach, CA",,,+15624326737,http://www.louisianacharlies.com/,,,
,,Mabel's Gourmet Pralines,Restaurant,"Long Beach, CA",,,+15626827156,https://www.yelp.com/biz/mabels-gourmet-pralines-long-beach,,,
,,O’Nells Comfort Kitchen,Restaurant,"Long Beach, CA",,,+15622833434,https://www.yelp.com/biz/o-nells-comfort-kitchen-long-beach,,,
,,Robert Earl’s BBQ,Restaurant,"Long Beach, CA",,,+15627261116,http://robertearlsbbq.com/,,,
,,Roscoe's Chicken and Waffles,Restaurant,"Long Beach, CA",,,+15624378355,https://www.roscoeschickenandwaffles.com/,,,
,,Royal Gourmet Cookies,Restaurant,"Long Beach, CA",,,+15622085802,@royalgourmetcookies,,,
,,Sal's Gumbo,Restaurant,"Long Beach, CA",,,+15624228100,http://www.salsgumboshack.com/,,,
,,Tanjee Bakes,Restaurant,"Long Beach, CA",,,+13107568056,https://www.tanjeebakes.com/,,,
,,The Corner 10th’s BBQ,Restaurant,"Long Beach, CA",,,+15624340445,https://www.thecorner10th.com/,,,
,,Grilled Fraiche,Restaurant,"Manchester, CA",,,+13237442100,https://www.instagram.com/grilledfraiche/,,,
,,Cafe Buna,Restaurant,"Marina Del Rey, CA",,,+13108232430,https://cafe-buna.business.site/,,,
,,Sky's Gourmet Tacos,Restaurant,"Marina Del Rey, CA",,,+14243530295,https://skystacos.com/mdr,,,
,,Larayia's Bodega,Restaurant,"MacArthur Park, CA",,,+18183579114,https://larayias-bodega.business.site/,,,
,,Little Amsterdam Coffee,Restaurant,"Mid-City, CA",,,+13234529124,https://littleamsterdamcoffee.net/,,,
,,Natraliart Jamaican Restaurant,Restaurant,"Mid-City, CA",,,+13237328865,https://www.natraliartrestaurant.com/,,,
,,Phillips Bar-B-Que,Restaurant,"Mid-City, CA",,,+13237314772,https://www.yelp.com/biz/phillips-barbecue-los-angeles-3,,,
,,Simply D’Licious,Restaurant,"Mid-CIty, CA",,,+15623266863,https://simplydliciousla.com/,,,
,,Wijammin Cafe,Restaurant,"Mid-CIty, CA",,,+13239361039,https://www.wijammincafe.com/,,,
,,Flavors From A Far,Restaurant,"Mid-Wilshire, CA",,,+17146239420,https://www.flavorsfromafar.co/,,,
,,My Two Cents,Restaurant,"Mid-Wilshire, CA",,,+13238799881,http://mytwocentsla.com/,,,
,,Pips on La Brea,Restaurant,"Mid-Wilshire, CA",,,+13239547477,https://www.pipsonlabrea.com/index.html,,,
,,Roscoe's Chicken and Waffles,Restaurant,"Mid-Wilshire, CA",,,+13239344405,https://www.roscoeschickenandwaffles.com/,,,
,,Sky's Gourmet Tacos,Restaurant,"Mid-Wilshire, CA",,,+13239326253,https://skystacos.com/los-angeles,,,
,,Stevie's Creole Cafe,Restaurant,"Mid-Wilshire, CA",,,+13234132494,http://www.steviescreolecafe.com/,,,
,,Tacos Negros,Restaurant,"Mid-Wilshire, CA",,,,https://www.instagram.com/tacosnegrosla/,,,
,,D's Original Take Out Grill,Restaurant,"Morningside Park, CA",,,+13239713663,https://www.dsogtakeoutgrill.com/,,,
,,Fish Bone Seafood,Restaurant,"Morningside Park, CA",,,+13236150041,https://fishboneseafood.com/fishbone-seafood-los-angeles/,,,
,,Black Bottom Southern Kitchen,Restaurant,"North Hollywood, CA",,,+18188568532,https://blackbottomkitchen.com/,,,
,,BlaqHaus NoHo,Restaurant,"North Hollywood, CA",,,+18183320500,https://www.restaurantnoho.com/,,,
,,The Original Coleys,Restaurant,"North Hollywood, CA",,,+18182617680,https://www.instagram.com/the_original_coleys/?hl=en,,,
,,The Memphis Grill,Restaurant,"North Hollywood, CA",,,+18187389993,https://www.thememphisgrill.com/,,,
,,Lee Esther's Creole & Cajun Cooking,Restaurant,"Palmdale, CA",,,+16612660000,https://www.leeesthers.com,,,
,,Parrains Soul Food,Restaurant,"Paramount, CA",,,+15626346050,https://www.yelp.com/biz/parrains-soulfood-paramount,,,
,,Hilltop Coffee + Kitchen,Restaurant,"Park-Windsor Hills, CA",,,+13238159833,https://www.findyourhilltop.com/,,,
,,Crustees,Restaurant,"Park-Windsor Hills, CA",,,+13238159910,https://www.crusteeseatery.com/,,,
,,Bonnie B's Smokin BBQ Heaven,Restaurant,"Pasadena, CA",,,+16267940132,https://www.bonniebssmokin.com/,,,
,,My Place Cafe,Restaurant,"Pasadena, CA",,,+16267979255,https://www.yelp.com/biz/my-place-cafe-pasadena?utm_source=ishare,,,
,,Pasadena Fish Market,Restaurant,"Pasadena, CA",,,+16267929233,https://www.yelp.com/biz/pasadena-fish-market-pasadena,,,
,,Perry's Joint,Restaurant,"Pasadena, CA",,,+16267984700,https://perrysjoint.com/,,,
,,Roscoe's Chicken and Waffles,Restaurant,"Pasadena, CA",,,+16267914890,https://www.roscoeschickenandwaffles.com/,,,
,,The Gourmet Cobbler Factory,Restaurant,"Pasadena, CA",,,+16267951005,https://cobblerfactorypasadena.com/,,,
,,Café Ruisseau,Restaurant,"Playa Vista, CA",,,+13235610223,https://caferuisseau.com/,,,
,,Day Day's BBQ & Waffle House,Restaurant,"Pomona, CA",,,+19096223217,http://days-bbq-and-waffle.top-cafes.com/,,,
,,Hilltop's Jamaican Market & Restaurant,Restaurant,"Pomona, CA",,,+19096296407,http://www.hilltopsjamaican.com/,,,
,,All Flavor No Grease,Restaurant,"Pop-Up, CA",,,,https://www.instagram.com/allflavornogrease/,,,
,,Anjahles,Restaurant,"Pop-Up, CA",,,+13233004054,https://www.instagram.com/anjahles/,,,
,,Baby Love Sweetery,Restaurant,"Pop-Up, CA",,,+18186002136,https://www.babylovesweetery.com/,,,
,,Bent Did It,Restaurant,"Pop-Up, CA",,,+13236282856,https://bentevents.com/,,,
,,Billionaire Burger Boyz,Restaurant,"Pop-Up (Truck), CA",,,,https://www.billionaireburgerboyz.com/,,,
,,Bridgetown Roti,Restaurant,"Pop-Up, CA",,,,https://www.instagram.com/bridgetown_roti/,,,
,,Caribbean Gourmet,Restaurant,"Pop-Up, CA",,,+13234470118,https://www.instagram.com/caribbeangourmet/,,,
,,Cobbler Mania,Restaurant,"Pop-Up, CA",,,+13233164793,https://www.instagram.com/cobblermania/?hl=en,,,
,,Cravin Crab Cakes,Restaurant,"Pop-Up, CA",,,+16193071581,https://cravincrabcakes.com/,,,
,,Crustees,Restaurant,"Pop-Up, CA",,,+13238159910,https://www.crusteeseatery.com/,,,
,,Fraiche Signatures,Restaurant,"Pop-Up, CA",,,,https://www.instagram.com/fraiche_signatures/,,,
,,Island Flavors Caribbean Cuisine,Restaurant,"Pop-Up, CA",,,+18184778076,https://www.yelp.com/biz/island-flavors-caribbean-cuisine-los-angeles-2,,,
,,LA Grind Coffee & Tea Bar,Restaurant,"Pop-Up, CA",,,+13234757001,https://lagrindcoffeeandteabar.com/,,,
,,Melnificent Wingz,Restaurant,"Pop-Up, CA",,,+18183784825,https://www.facebook.com/melnificentwingz/,,,
,,Munchie Madness,Restaurant,"Pop-Up, CA",,,,https://www.instagram.com/_munchiemadness/,,,
,,Noisy Library,Restaurant,"Pop-Up, CA",,,,https://www.instagram.com/_noisylibrary/,,,
,,Shad's New Cali Catering,Catering,"Pop-Up, CA",,,,https://www.instagram.com/shadsnewcalicatering/,,,
,,Sugah Rush Bar,Bakery,"Pop-Up, CA",,,+14245705981,https://www.instagram.com/sugahrushbar/,,,
,,The Bléu Kitchen,Restaurant,"Pop-Up, CA",,,,https://www.instagram.com/bleukitchen/?hl=en,,,
,,Tiffany Cakes Desserts,Bakery,"Pop-Up, CA",,,,https://www.instagram.com/tiffycakes_desserts/,,,
,,Voodoo Vegan,Restaurant,"Pop-Up, CA",,,+13104379632,https://www.yelp.com/biz/voodoo-vegan-food-los-angeles,,,
,,Munchies Diner,Restaurant,"Santa Ana, CA",,,+16576993076,https://www.munchiesvegandiner.com/,,,
,,SCV Fish Market,Restaurant,"Santa Clarita, CA",,,+16614810330,https://scvfishmarket.net/,,,
,,The D.W. Cookie Co.,Restaurant,"Santa Clarita, CA",,,+16615050781,https://www.yelp.com/biz/the-dw-cookie-co-santa-clarita-2,,,
,,Compton Vegan,Restaurant,"Sawtelle, CA",,,+13105966690,https://comptonvegan.com/,,,
,,Jackfruit Cafe,Restaurant,"Sawtelle, CA",,,+18184814111,https://jackfruitcafe.com/,,,
,,T&T Lifestyle,Restaurant,"Sawtelle, CA",,,+13106998642,https://www.tandtlifestylelosangeles.com/,,,
,,Fat Tuesday,Restaurant,"Sherman Oaks, CA",,,+18182089838,https://www.eatatfattuesday.com/,,,
,,Lettuce Feast,Restaurant,"Sherman Oaks, CA",,,+14242613659,https://www.lettucefeast.online/,,,
,,My Fish Stop,Restaurant,"Sherman Oaks, CA",,,+18884699980,https://www.myfishstop.com/,,,
,,Dirty South Soulfood,Restaurant,"South Gate, CA",,,+13235378007,https://www.dirtysoulfood.shop/,,,
,,Coffee Del Mundo,Restaurant,"South LA, CA",,,+13234550285,https://coffeedelmundo.com/,,,
,,Roscoe's Chicken and Waffles,Restaurant,"South LA, CA",,,+13237526211,https://www.roscoeschickenandwaffles.com/,,,
,,Hyperion Public,Restaurant,"Silver Lake, CA",,,+13237616440,http://www.hyperionpublic.com/silver-lake,,,
,,Phat Birds,Restaurant,"Silver Lake, CA",,,+13239439191,https://phatbirds.com/,,,
,,Say Cheese,Restaurant,"Silver Lake, CA",,,+13236650545,http://www.saycheeselosangeles.com/,,,
,,Fresh and Meaty Burgers,Restaurant,"Studio City, CA",,,+18189274051,https://www.bestturkeyburgerlosangeles.com/,,,
,,Sattdown Jamaican Grill,Restaurant,"Studio City, CA",,,+18187663696,http://sattdownjamaicangrill.com/,,,
,,Uncle Andre’s BBQ,Restaurant,"Studio City, CA",,,+18187638414,https://www.soulofamerica.com/us-cities/los-angeles/la-restaurants-nightclubs/uncle-andres/,,,
,,Ranchside Cafe,Restaurant,"Sylmar, CA",,,+18188340031,http://www.ranchsidecafe.com/,,,
,,Fish Bone Seafood,Restaurant,"Tarzana, CA",,,+18189758083,https://fishboneseafood.com/fishbone-seafood-tarzana/,,,
,,Obet & Del’s Coffee,Restaurant,"Thai Town, CA",,,+12137700133,https://www.yelp.com/biz/obet-and-dels-coffee-los-angeles,,,
,,Lotus Vegan,Restaurant,"Toluca Lake, CA",,,+17275491688,https://www.lotusvegan.us/,,,
,,Fish Bone Seafood,Restaurant,"Torrance, CA",,,+13238142400,https://fishboneseafood.com/fishbone-seafood-carson/,,,
,,Pepper's Jamaican Cuisine,Restaurant,"Van Ness, CA",,,+13233898053,https://www.instagram.com/peppersjamaicancuisine_/?hl=en,,,
,,Jaliz East African Cuisine,Restaurant,"Van Nuys, CA",,,+18185712188,http://jalizcuisine.com/,,,
,,Mom's Haus,Restaurant,"Van Nuys, CA",,,+18187861373,https://www.eatmomshaus.com/,,,
,,Sweet Blessings,Restaurant,"Van Nuys, CA",,,+18182858437,https://www.sweetblessingsla.com/,,,
,,Hawkin's House of Burgers,Restaurant,"Watts, CA",,,+13235631129,http://www.hawkinsburgers.com/,,,
,,Watts Coffee House,Restaurant,"Watts, CA",,,+13232494343,https://www.facebook.com/whereweprepareourfoodwithLOVE/,,,
,,Alta Adams,Restaurant,"West Adams, CA",,,+13235714999,https://www.altaadams.com/,,,
,,Adams Coffee Shop,Restaurant,"West Adams, CA",,,+13235714111,https://www.altaadams.com/new-page-3,,,
,,Chef Marilyn's,Restaurant,"West Adams, CA",,,+13237378101,https://www.chefmarilyns2638.com/,,,
,,Just Turkey,Restaurant,"West Adams, CA",,,+13235910277,http://justturkeyla.com/,,,
,,The Court Cafe,Restaurant,"Westchester, CA",,,+13104314969,https://www.instagram.com/thecourtcafe_inc/?hl=en,,,
,,Brandoni Pepperoni,Restaurant,"West Hollywood, CA",,,+13233064968,https://www.brandoni-pepperoni.com/,,,
,,La Louisanne,Restaurant,"Windsor Hills, CA",,,+13232935073,http://www.lalouisannela.com/,,,
,,Little Kingston Jamaican Restaurant,Restaurant,"Windsor Hills, CA",,,+13232955596,https://www.instagram.com/jamaicaonthego/,,,
,,Simply Wholesome,Restaurant,"Windsor Hills, CA",,,+13232942144,https://www.simplywholesome.com/,,,
,,The Snoball Shop,Restaurant,"Windsor Hills, CA",,,+13232923145,http://www.snoballshop.com/,,,
,,Cafe Michelle,Cafe,"6 North Parke Street Aberdeen, MD 21001",,,+14102728301,https://www.thecafemichelle.com,,,
,,Elite Restaurant Anacostia,Plant Based Soul Food,"1231 Good Hope Road SE, Washington DC ",,,+12028828988,eliferestaurant.com,,,
,,Chick and Ruth's,diner,165 main St Annapolis MD 21401,,,,https://www.chickandruths.com/,,,
,,Small Cakes,Cupcakes and Icecream,"2641 Riva Rd suite f, Annapolis, MD 21401",,,,,,,
,,Our Recipes Cafe,"Cafes, Burgers, Breakfast & Brunch","1332 Sulphur Spring Rd, Arbutus, MD 21227",,,+14435756043,ourrecipescafe.com,,,
,,Dakari Soul Food,Soul Food,"3720 S. Hanover Street; Brooklyn, MD 21225",,,+14103500173,https://www.dakarisoulfood.com,,,
,,Khepera's Kitchen,,"418 E 31st St, Baltimore, MD 21218",,,+14109610490,https://www.kheperaskitchen.com/,,,
,,Mackey's Crabhouse and Seafood Catering ,"Seafood, Caribbean, American carryout","4203 Sanner Ave. Baltimore, MD 21206",,,+14104832722,,,,
,,Flavor Restaurant & Bar,Latin American,"3601 Pulaski Highway, Baltimore, MD 21224",,,+14102762600,https://www.latinamericanflavorlah.com/,,,
,,The Avenue Bakery,Bakery,"2229 Pennsylvanie Avenue Baltimore, MD 21217",,,+14102253881,https://www.theavenuebakery.com,,,
,,DrinkSpizzy,Smoothie & Juice Bar,"5830 Allentown Way Camp Springs, MD 20748",,,,www.drinkspizzy.com,,,
,,Simply Marie's,Southern inspired homestyle cooking,"3023 Elliott St, Baltimore, MD, 21224",,,+14103420822,https://www.simplymariesbreakfast.com,,,
